fact_id,date_id,state_id,aqi,rainfall_mm,temperature_c,water_quality_index,sanitation_coverage_pct,healthcare_accessibility_score,mosquito_breeding_index,zoonotic_disease_incidence,geographic_risk_score,environmental_risk_score,case_rate_per_100k,hotspot_flag
791,25,23,184.8,25.4,20.7,56.8,62.2,77.0,39.7,13.6,47.5,54.4,16.1,FALSE
792,25,24,,0.3,16.3,55.0,56.8,78.0,35.4,19.9,45.9,49.2,65.3,False
793,25,25,124.3,44.0,9.3,50.4,87.6,66.2,20.1,22.0,39.1,44.5,138.9,no
794,25,26,200.7,44.9,16.7,,59.5,44.2,16.4,0.0,34.5,51.9,102.0,NO
795,25,27,243.4,34.7,9.2,56.6,68.4,64.8,29.6,19.4,44.4,72.5,97.5,NO
796,25,28,238.5,34.3,9.2,51.4,93.8,79.9,43.6,2.0,34.8,70.4,186.8,yes
797,25,29,222.3,58.6,10.3,54.6,89.4,82.8,45.3,22.8,33.5,62.1,248.6,TRUE
798,25,30,143.2,40.1,12.0,82.3,92.3,74.5,57.5,23.6,27.5,42.8,9.9,no
799,25,31,241.0,44.9,20.4,55.2,82.7,73.1,60.4,16.5,40.8,66.1,195.7,Y
800,25,32,158.5,14.9,14.0,56.6,87.8,73.7,17.5,15.3,39.6,50.2,218.9,YES
801,26,1,140.5,43.8,17.6,66.5,73.9,46.7,7.5,32.0,37.6,39.5,180.6,TRUE
802,26,2,243.5,21.6,16.8,51.0,55.6,67.0,17.6,4.4,47.0,67.0,182.6,Yes
803,26,3,231.3,23.8,19.4,84.2,87.4,68.9,39.9,10.8,25.7,62.2,243.4,yes
804,26,4,131.9,21.2,20.0,57.8,95.3,89.5,7.2,7.3,32.0,38.8,71.4,FALSE
805,26,5,155.4,15.9,12.2,84.3,86.2,41.4,30.9,16.2,27.9,39.0,223.6,TRUE
806,26,6,241.5,48.7,15.8,79.1,62.6,52.4,29.3,20.0,39.7,61.0,179.8,Y
807,26,7,243.3,37.2,9.4,89.2,67.8,89.5,25.8,8.2,36.0,60.7,127.5,False
808,26,8,85.5,38.4,11.1,73.3,86.3,49.6,9.2,11.4,32.3,30.5,210.9,True
809,26,9,242.9,58.0,9.5,49.9,57.8,90.0,58.1,17.6,50.7,68.7,29.8,FALSE
810,26,10,235.5,14.6,14.8,55.7,83.9,94.5,13.2,17.8,33.4,64.8,145.1,FALSE
811,26,11,143.3,2.1,18.4,55.8,97.8,73.0,55.0,23.1,37.3,44.4,132.0,N
812,26,12,241.5,44.4,13.8,47.4,97.8,84.1,58.0,12.3,32.1,74.8,58.3,N
813,26,13,103.9,3.6,13.9,77.8,75.4,63.8,56.9,23.2,31.5,26.9,240.1,Yes
814,26,14,243.4,4.7,15.5,48.1,83.6,49.6,29.0,13.1,40.8,69.9,79.0,False
815,26,15,158.4,24.9,18.1,82.7,57.4,60.7,22.9,23.3,40.1,46.2,106.4,0
816,26,16,171.1,29.4,20.1,45.9,73.4,59.0,27.9,18.0,48.4,51.8,67.9,False
817,26,17,141.6,8.9,10.6,93.3,84.8,79.6,10.0,14.9,24.1,32.3,62.6,False
818,26,18,214.9,47.3,8.7,,61.0,76.2,30.7,16.5,43.1,57.6,102.9,FALSE
819,26,19,111.3,40.5,18.9,50.6,82.0,45.4,52.2,26.6,43.6,38.8,209.5,Y
820,26,20,167.6,15.9,21.0,77.7,80.6,55.1,37.5,10.0,36.0,47.5,98.9,No
821,26,21,95.2,48.7,17.9,76.2,83.1,51.3,26.4,6.4,32.2,32.0,91.5,FALSE
822,26,22,239.1,15.2,21.4,93.4,62.0,68.3,31.9,6.2,30.7,64.4,192.5,1
823,26,23,166.3,25.5,11.1,85.2,63.1,43.4,18.5,19.6,32.6,42.7,140.4,0
824,26,24,107.4,40.4,9.3,63.7,97.2,86.6,9.4,21.3,31.9,32.5,179.6,TRUE
825,26,25,235.6,50.8,11.9,47.1,67.1,79.0,25.8,17.7,49.1,74.1,144.8,N
826,26,26,205.5,17.1,8.9,,64.4,43.0,29.2,13.5,48.2,57.6,247.6,Yes
827,26,27,182.8,24.4,9.7,62.4,73.7,56.1,60.1,20.6,35.4,58.1,44.2,N
828,26,28,146.4,52.8,12.4,87.0,77.6,40.3,29.5,12.0,30.6,39.6,53.9,no
829,26,29,105.4,29.3,11.6,93.3,61.3,41.2,59.0,11.4,32.8,26.1,210.0,TRUE
830,26,30,148.7,15.0,9.3,54.0,92.6,88.6,9.0,8.4,34.7,48.8,56.7,0
831,26,31,239.6,12.4,16.4,81.3,82.5,92.4,16.7,10.7,32.9,66.6,130.0,N
832,26,32,178.1,56.7,19.8,87.8,93.4,84.4,20.0,19.0,30.2,49.8,247.7,yes
833,27,1,96.8,42.5,36.4,62.8,79.1,60.9,40.3,15.9,35.6,31.0,231.2,True
834,27,2,147.4,45.1,26.1,48.1,68.3,51.5,27.5,14.4,42.0,45.0,171.5,Y
835,27,3,890.2467616655795,29.6,24.1,50.1,81.3,91.7,12.2,13.1,45.2,31.8,69.1,N
836,27,4,130.6,10.1,27.9,85.3,91.4,91.4,14.3,25.7,25.2,34.4,209.0,True
837,27,5,138.1,57.0,38.6,71.2,85.3,89.0,16.0,24.5,31.3,41.4,53.1,N
838,27,6,90.4,36.3,39.9,67.6,94.1,65.2,14.1,15.2,31.9,27.8,90.5,N
839,27,7,59.0,36.5,26.9,79.6,77.6,50.3,17.8,8.9,35.3,20.7,46.6,no
840,27,8,121.9,52.7,31.1,83.5,55.5,46.0,13.7,17.1,39.8,29.4,142.7,No
841,27,9,88.8,12.6,36.3,70.6,75.5,75.2,44.5,17.3,36.7,26.6,97.4,0
842,27,10,55.9,5.6,25.5,42.0,56.0,75.7,50.1,18.3,50.5,29.9,125.6,0
843,27,11,153.4,56.6,27.6,,65.1,60.8,55.2,16.2,32.3,40.8,153.3,TRUE
844,27,12,102.6,6.6,38.5,63.5,97.9,70.7,14.4,14.3,30.7,34.5,217.6,TRUE
845,27,13,90.2,51.2,28.5,89.2,72.1,49.9,54.9,7.4,33.6,23.7,95.0,N
846,27,14,104.1,46.4,25.7,62.2,78.0,91.8,55.5,13.2,38.2,35.1,8.8,0
847,27,15,59.2,24.6,28.1,49.7,79.5,90.0,20.2,7.5,38.3,27.8,20.2,False
848,27,16,136.2,2.1,41.3,70.4,65.0,54.1,7.8,12.0,36.0,43.3,121.2,NO
849,27,17,100.6,35.2,38.6,59.5,80.7,85.0,42.7,18.4,35.1,29.5,188.4,YES
850,27,18,76.4,14.1,25.1,67.4,80.9,49.7,35.6,9.1,36.6,22.3,214.6,yes
851,27,19,97.0,55.1,39.6,75.2,76.6,87.9,40.2,12.4,33.1,32.1,217.2,True
852,27,20,118.9,35.4,37.1,76.4,82.8,61.2,26.5,20.0,33.8,38.1,68.6,no
853,27,21,124.3,30.8,33.8,54.3,93.3,43.7,19.4,12.3,37.8,36.5,76.2,No
854,27,22,56.5,21.5,37.0,68.0,81.8,82.9,57.8,28.6,39.0,25.4,231.2,Yes
855,27,23,108.4,31.2,28.9,91.4,88.7,75.2,10.1,22.4,26.8,33.3,211.3,1
856,27,24,85.1,50.2,26.3,80.8,79.7,88.1,32.4,12.7,30.5,20.3,150.1,TRUE
857,27,25,54.3,43.5,24.1,46.3,79.7,66.3,47.2,25.2,41.2,27.2,38.4,no
858,27,26,155.5,58.8,26.0,51.7,76.6,66.9,36.4,25.5,38.5,47.1,61.3,NO
859,27,27,121.8,44.8,27.9,82.0,85.5,54.7,10.4,5.4,31.3,37.6,120.7,NO
860,27,28,104.6,31.8,39.3,62.0,59.3,50.4,13.1,7.7,40.1,33.1,201.6,True
861,27,29,,29.0,24.8,,74.7,73.6,48.4,26.4,40.6,31.1,63.8,False
862,27,30,87.4,42.2,29.4,67.5,85.5,62.0,31.0,17.2,34.5,27.4,245.0,yes
863,27,31,109.6,47.0,31.9,50.3,68.1,60.8,50.6,12.2,43.5,35.8,6.0,NO
864,27,32,150.0,24.0,35.2,72.2,66.2,81.6,54.3,24.1,40.0,47.9,206.8,TRUE
865,28,1,,28.9,32.8,93.5,94.2,89.9,31.9,9.0,24.2,11.7,112.0,N
866,28,2,108.6,22.7,32.8,81.7,79.5,76.0,18.0,10.0,32.8,31.8,166.7,TRUE
867,28,3,99.3,17.6,32.5,50.9,94.1,59.3,51.0,20.3,37.0,30.8,103.3,FALSE
868,28,4,83.0,23.2,36.2,51.4,97.2,63.0,17.8,16.4,35.5,30.5,69.3,no
869,28,5,103.2,53.4,26.4,80.9,96.4,90.0,56.9,27.0,25.0,29.7,156.8,YES
870,28,6,89.6,25.1,39.8,53.5,96.0,50.9,18.5,18.9,33.3,30.5,44.4,False
871,28,7,89.8,21.3,37.6,49.7,69.5,67.5,45.3,20.2,44.4,29.7,134.6,N
872,28,8,129.7,15.4,39.3,66.1,56.3,92.6,13.0,3.1,47.3,43.5,215.1,1
873,28,9,92.4,12.2,38.2,84.2,96.0,61.8,26.3,8.7,25.7,29.8,128.6,NO
874,28,10,145.2,5.4,25.9,58.0,87.5,64.6,19.5,19.0,34.9,45.2,215.4,TRUE
875,28,11,91.2,36.6,34.1,94.8,90.9,85.8,23.8,12.6,28.3,24.1,123.5,NO
876,28,12,92.8,46.2,38.2,48.1,58.6,85.5,42.3,23.9,49.0,34.9,148.4,NO
877,28,13,149.0,25.0,34.5,88.8,60.9,46.8,26.7,15.2,37.5,42.2,90.3,False
878,28,14,100.4,38.3,27.0,71.7,79.1,48.9,25.9,20.9,32.9,30.6,61.6,No
879,28,15,137.8,33.1,32.3,63.8,95.4,58.7,39.9,12.2,29.9,45.4,226.1,1
880,28,16,119.4,36.2,41.9,94.0,60.9,80.8,56.9,7.1,33.5,28.2,178.6,Yes
881,28,17,119.8,18.2,34.7,40.8,90.3,54.9,30.0,18.6,39.2,44.4,20.1,False
882,28,18,102.6,58.0,30.8,65.7,65.8,43.4,10.5,11.6,40.0,29.1,169.0,yes
883,28,19,142.7,8.0,35.0,49.7,60.3,75.1,45.5,10.0,46.1,41.3,101.3,NO
884,28,20,88.4,36.2,26.4,52.7,,73.4,20.6,7.8,37.6,34.5,179.2,1
885,28,21,83.6,54.1,24.9,56.5,71.5,85.0,37.9,14.9,42.7,31.9,82.8,FALSE
886,28,22,111.1,5.9,30.9,56.4,68.4,82.3,40.9,17.7,40.5,32.4,16.1,No
887,28,23,101.7,28.7,39.9,69.5,55.5,74.7,23.2,18.9,45.3,36.2,142.3,N
888,28,24,,36.7,36.1,74.1,97.0,49.5,8.0,26.2,25.7,23.2,44.6,No
889,28,25,99.6,7.9,37.5,41.1,65.8,79.3,33.6,20.5,51.7,41.6,126.5,no
890,28,26,100.9,45.5,24.2,92.1,62.4,89.5,59.4,22.1,35.3,23.1,47.6,FALSE
891,28,27,64.3,46.1,30.6,74.8,97.3,63.7,39.1,11.5,27.0,17.6,113.1,no
892,28,28,104.1,41.5,28.8,62.7,85.3,82.5,51.0,5.4,34.7,32.3,136.0,N
893,28,29,93.1,31.7,40.3,82.4,60.1,60.1,8.0,25.4,36.5,31.1,6.2,FALSE
894,28,30,82.7,12.3,27.9,94.9,74.5,64.8,47.0,15.3,28.1,21.5,132.4,NO
895,28,31,99.0,5.5,28.3,93.8,86.2,42.8,11.5,17.1,22.7,23.4,216.1,Y
896,28,32,138.7,35.6,24.2,92.6,84.3,69.4,43.9,20.9,22.0,32.7,76.6,No
897,29,1,,47.5,24.7,83.6,63.6,40.7,34.2,26.0,34.6,42.4,244.5,True
898,29,2,65.1,16.4,28.9,89.4,79.2,55.9,62.0,43.2,31.9,18.8,20.0,No
899,29,3,91.4,29.5,24.5,72.7,86.7,71.0,32.7,19.8,33.8,31.7,205.6,yes
900,29,4,157.7,32.0,26.5,91.4,80.5,63.6,31.2,37.4,28.0,40.9,79.3,N
901,29,5,155.7,24.1,28.7,64.3,70.1,73.7,7.5,24.5,43.4,44.0,143.9,False
902,29,6,80.1,26.5,27.0,51.6,85.4,40.8,19.0,33.5,43.8,25.8,147.4,FALSE
903,29,7,125.6,2.1,30.0,91.1,71.2,89.6,28.7,31.5,30.4,30.5,112.2,0
904,29,8,142.0,53.4,30.1,61.2,95.6,54.2,28.2,11.1,35.8,43.0,220.9,Yes
905,29,9,130.7,12.9,33.7,53.7,79.2,51.0,8.9,24.6,45.0,43.3,173.9,Yes
906,29,10,153.7,53.9,28.8,77.3,86.0,52.9,9.2,25.8,31.5,45.9,140.8,no
907,29,11,,51.8,38.4,70.5,97.9,46.2,37.5,24.3,27.0,24.1,127.6,No
908,29,12,158.9,40.4,30.7,60.3,93.2,64.0,32.4,11.6,31.0,52.1,206.4,TRUE
909,29,13,72.0,1.9,34.4,85.8,94.9,85.6,22.8,36.1,25.0,23.9,47.0,FALSE
910,29,14,111.4,19.9,26.8,91.6,55.6,85.3,51.8,17.3,33.6,33.9,135.9,No
911,29,15,154.0,4.8,31.6,67.6,60.0,54.1,25.2,34.6,39.8,47.2,14.5,No
912,29,16,56.5,55.3,28.6,,67.8,60.1,62.3,35.4,38.3,23.9,85.2,No
913,29,17,161.4,39.1,29.2,88.1,72.0,51.4,37.1,27.4,29.6,43.2,13.6,N
914,29,18,133.1,29.5,39.8,62.0,58.2,92.2,21.8,36.1,48.3,41.6,12.0,FALSE
915,29,19,155.9,27.6,37.3,61.7,77.2,89.5,17.7,38.4,35.2,47.0,130.1,False
916,29,20,109.4,16.2,31.2,74.3,96.2,71.4,7.9,16.9,31.7,28.6,50.5,NO
917,29,21,111.4,53.4,34.2,58.5,81.9,91.3,58.1,18.4,42.0,38.4,125.2,N
918,29,22,157.2,25.6,34.4,52.0,95.0,46.4,27.7,14.3,32.3,50.8,152.9,Yes
919,29,23,147.7,3.3,25.7,81.3,87.4,80.2,49.5,28.5,33.1,43.7,144.3,No
920,29,24,61.2,9.6,34.9,51.8,83.6,49.8,26.7,28.1,35.1,28.3,24.8,0
921,29,25,103.7,14.5,34.8,61.2,82.0,59.9,12.8,24.6,33.9,35.4,142.0,No
922,29,26,,54.6,28.8,70.0,96.7,90.4,59.7,50.8,32.1,32.4,49.3,NO
923,29,27,119.7,40.1,27.6,83.3,78.9,46.8,44.8,26.9,26.4,36.8,66.0,N
924,29,28,114.0,9.2,34.8,70.3,64.7,40.1,17.6,34.5,41.9,33.8,203.6,yes
925,29,29,83.9,4.3,30.8,44.6,96.2,78.0,40.1,43.4,37.3,28.2,164.2,1
926,29,30,86.3,14.5,35.4,45.8,96.4,41.7,32.4,9.9,39.3,31.4,140.1,0
927,29,31,154.3,38.7,41.2,72.7,61.8,85.7,61.4,31.9,36.2,42.6,29.1,FALSE
928,29,32,68.8,6.7,36.7,86.6,95.7,64.0,10.0,10.0,23.3,17.6,163.2,YES
929,30,1,148.8,302.4,34.1,87.3,81.6,75.9,119.7,21.9,33.9,43.9,46.6,FALSE
930,30,2,128.3,177.1,26.4,41.6,66.7,73.1,81.4,39.5,45.6,42.5,249.5,yes
931,30,3,,287.1,34.3,51.7,64.2,63.1,59.0,28.8,48.4,41.7,36.3,False
932,30,4,100.2,272.2,25.9,64.5,56.1,77.7,78.4,27.8,40.5,35.1,38.7,N
933,30,5,80.9,264.5,33.2,91.5,91.3,80.0,157.4,24.0,26.7,23.0,174.4,yes
934,30,6,83.5,245.6,29.5,91.9,97.3,43.1,76.5,30.2,21.2,20.6,152.2,1
935,30,7,75.3,208.5,35.9,73.1,89.0,57.2,47.4,33.6,36.1,26.9,191.5,Y
936,30,8,145.1,204.6,38.6,84.9,93.4,49.9,62.5,43.7,28.6,36.8,23.1,False
937,30,9,69.5,286.0,34.1,64.5,85.0,52.4,99.5,33.3,34.2,28.9,115.8,0
938,30,10,80.6,181.7,37.6,89.3,73.9,74.6,148.7,12.5,28.8,19.4,231.7,True
939,30,11,78.9,354.1,35.4,43.2,93.5,60.9,81.9,11.6,39.9,35.0,154.1,YES
940,30,12,141.8,242.1,41.2,89.8,65.2,77.0,28.9,22.5,34.3,37.8,64.5,NO
941,30,13,88.4,192.7,41.1,89.6,92.3,57.7,124.6,11.7,20.7,24.9,145.2,no
942,30,14,56.3,225.2,39.0,91.7,65.2,90.3,152.2,19.4,28.5,15.9,105.4,no
943,30,15,123.7,166.6,29.9,43.9,56.0,59.0,92.4,31.0,45.7,42.6,232.1,1
944,30,16,158.9,226.4,36.0,40.4,90.2,93.6,87.7,25.4,38.6,47.2,13.1,0
945,30,17,104.9,283.2,28.8,79.6,74.9,53.3,62.7,33.1,38.0,28.5,145.1,FALSE
946,30,18,129.4,193.2,34.9,56.3,86.9,48.9,82.2,41.4,34.1,36.5,110.2,NO
947,30,19,90.1,302.0,38.7,54.1,70.6,40.0,118.2,31.0,38.3,33.6,181.6,yes
948,30,20,99.3,322.0,38.7,,97.4,55.0,72.2,26.5,26.7,34.7,221.9,Y
949,30,21,109.3,236.6,34.0,77.1,72.2,60.0,25.9,34.2,31.1,27.7,161.2,Yes
950,30,22,139.9,220.6,40.9,62.0,55.2,79.0,142.7,30.0,46.3,43.0,124.3,0
951,30,23,59.9,271.6,39.4,48.8,58.2,55.9,122.2,32.5,45.2,21.5,232.3,YES
952,30,24,150.5,287.6,35.5,69.9,58.1,78.0,115.9,22.4,42.1,46.6,222.0,Yes
953,30,25,58.7,200.1,30.5,70.6,,80.0,61.7,6.9,39.7,24.9,59.7,no
954,30,26,133.7,319.8,40.9,75.2,77.5,63.2,134.9,39.6,36.9,40.4,213.4,1
955,30,27,71.5,260.0,38.3,59.6,70.1,66.3,127.3,14.3,37.0,25.1,130.1,N
956,30,28,100.6,327.4,24.1,63.2,78.7,83.4,78.9,2.0,39.2,32.1,98.9,N
957,30,29,108.7,349.2,41.7,45.6,,71.4,90.8,20.3,43.0,38.3,204.3,1
958,30,30,136.5,251.8,29.8,58.4,80.7,54.0,49.0,25.6,39.0,43.8,188.0,Yes
959,30,31,67.0,160.3,35.8,85.9,76.6,62.8,35.3,14.7,34.1,17.4,197.3,True
960,30,32,97.1,381.8,33.2,52.0,58.0,75.5,79.6,20.6,48.0,33.1,101.4,no
961,31,1,62.4,168.1,29.8,94.4,80.4,83.8,95.8,21.8,27.9,12.3,12.7,N
962,31,2,118.7,215.2,40.4,47.7,75.1,88.3,64.3,29.2,46.8,35.5,235.5,YES
963,31,3,89.7,167.8,32.4,,61.2,49.8,98.5,20.5,49.3,34.4,189.8,TRUE
964,31,4,69.7,163.8,33.9,69.8,89.0,82.4,118.3,21.7,29.1,24.0,37.0,0
965,31,5,137.1,396.0,25.4,44.4,94.9,87.8,35.1,18.5,34.6,41.8,86.7,N
966,31,6,151.6,227.8,27.5,53.5,84.8,70.4,122.9,23.0,35.7,48.3,159.9,TRUE
967,31,7,151.0,195.5,33.1,62.4,85.8,76.4,97.6,19.2,37.3,46.0,31.0,N
968,31,8,97.1,272.4,25.7,69.3,60.1,49.3,161.7,39.0,44.9,33.7,180.9,True
969,31,9,100.7,357.5,38.9,50.3,66.7,64.6,146.1,7.5,44.2,33.6,164.8,yes
970,31,10,117.6,320.7,27.8,71.1,63.7,65.4,150.8,23.2,38.4,37.0,122.0,FALSE
971,31,11,134.4,343.3,37.4,66.9,66.9,79.7,22.2,17.7,43.5,39.2,88.8,False
972,31,12,72.9,362.4,24.7,62.8,78.0,63.0,139.9,23.4,35.8,28.3,55.4,NO
973,31,13,84.7,367.4,27.2,40.7,61.9,72.5,28.4,25.5,47.5,33.6,149.3,False
974,31,14,115.9,373.4,39.4,74.6,58.3,44.8,125.1,47.9,44.3,29.9,176.9,YES
975,31,15,102.6,192.2,31.7,43.1,59.3,76.0,88.9,29.1,50.8,41.4,12.3,No
976,31,16,86.4,307.9,37.2,44.2,69.7,70.2,91.8,20.7,50.6,33.3,51.6,NO
977,31,17,107.0,371.9,33.0,59.1,66.6,45.1,87.7,20.8,37.3,30.3,93.4,No
978,31,18,82.2,398.7,30.8,68.0,94.1,77.6,120.9,21.4,29.9,30.9,101.7,N
979,31,19,66.5,180.9,41.9,83.6,79.2,74.4,49.6,40.6,34.8,15.0,40.8,FALSE
980,31,20,159.8,390.9,37.5,42.7,88.2,47.2,117.2,21.9,37.0,54.4,138.2,NO
981,31,21,77.9,247.1,34.5,46.8,63.5,77.2,142.1,27.3,50.7,28.4,222.0,True
982,31,22,93.5,260.2,26.1,68.8,96.2,57.6,117.2,22.7,32.3,30.0,246.1,TRUE
983,31,23,74.2,157.2,34.1,55.3,82.2,41.3,54.8,16.1,43.0,25.9,46.7,N
984,31,24,112.9,214.4,36.9,44.3,64.4,72.6,42.4,26.3,49.1,39.1,84.0,N
985,31,25,62.0,329.5,37.6,44.5,59.6,61.2,58.2,20.2,52.0,25.8,191.1,yes
986,31,26,87.0,384.6,28.1,86.2,73.7,57.4,125.4,25.5,32.0,25.5,83.2,NO
987,31,27,145.2,205.1,27.6,86.8,94.8,80.0,43.0,35.0,28.9,37.6,202.1,True
988,31,28,111.0,255.2,34.7,67.0,91.1,53.8,20.4,26.2,35.9,36.3,11.1,0
989,31,29,143.5,352.6,31.7,61.6,56.1,90.9,70.3,21.0,47.3,45.3,54.6,NO
990,31,30,126.8,196.8,27.8,84.8,56.2,67.6,61.1,27.9,35.3,35.2,88.8,no
991,31,31,80.7,249.5,33.9,76.5,60.9,44.5,144.3,15.5,37.9,28.9,150.4,Y
992,31,32,156.9,367.7,32.7,82.8,60.7,63.6,83.1,27.4,37.0,47.0,48.7,0
993,32,1,121.0,307.7,36.1,50.5,58.4,68.0,50.9,19.0,44.7,39.6,125.2,no
994,32,2,99.2,204.2,34.5,57.7,73.7,87.2,85.7,13.0,44.4,34.9,8.9,no
995,32,3,137.5,187.9,39.2,94.1,92.2,94.5,119.4,13.6,26.3,32.3,84.6,False
996,32,4,98.7,281.1,33.2,55.1,86.4,93.5,151.8,15.0,41.6,29.9,51.5,0
997,32,5,70.2,168.7,36.3,52.2,68.2,64.0,99.5,3.5,39.5,24.2,153.1,YES
998,32,6,61.9,376.7,41.3,61.8,68.5,45.3,97.3,21.7,37.0,18.2,41.2,FALSE
999,32,7,101.4,235.3,25.6,88.9,90.3,57.1,161.0,9.1,22.0,28.4,248.9,Y
1000,32,8,102.0,387.5,38.7,77.9,92.9,87.4,42.3,15.4,30.3,29.7,73.1,FALSE
1001,32,9,,183.9,39.2,82.2,81.0,53.9,45.0,22.1,27.3,27.6,6.7,NO
1002,32,10,121.8,222.5,37.8,64.1,63.9,58.4,159.6,9.6,45.1,35.6,199.1,yes
1003,32,11,135.3,168.5,31.6,72.4,66.3,75.1,68.2,29.7,41.1,36.7,193.6,Yes
1004,32,12,101.9,218.4,28.8,51.2,95.4,85.8,19.0,13.5,32.0,31.1,225.2,Yes
1005,32,13,57.5,339.5,28.4,44.8,76.8,93.1,38.9,13.6,42.6,24.9,13.7,False
1006,32,14,90.1,224.9,34.8,70.3,90.0,58.3,133.2,21.6,27.7,25.8,106.1,No
1007,32,15,160.1,304.3,41.9,88.7,71.6,41.0,121.2,12.3,29.9,41.7,202.0,TRUE
1008,32,16,122.2,302.3,39.8,,83.7,49.2,84.9,14.7,39.5,40.0,208.2,TRUE
1009,32,17,122.6,369.7,39.1,82.6,57.1,66.6,150.4,23.0,35.9,29.7,121.7,FALSE
1010,32,18,125.6,178.1,30.8,67.4,80.5,84.3,158.6,30.0,32.4,36.8,100.1,FALSE
1011,32,19,93.1,193.8,29.2,94.5,95.4,77.9,65.6,17.4,26.1,20.9,158.0,YES
1012,32,20,161.8,233.9,24.6,86.3,81.3,86.0,26.6,18.4,25.8,44.2,69.5,No
1013,32,21,160.8,249.6,39.9,85.2,60.7,85.0,140.7,23.1,37.0,45.7,110.0,0
1014,32,22,80.3,198.1,34.0,44.0,70.3,71.1,83.8,19.3,49.2,32.5,90.0,N
1015,32,23,86.0,217.3,35.2,84.1,77.1,77.9,110.6,14.1,26.8,25.9,156.9,TRUE
1016,32,24,154.2,197.2,41.4,70.0,80.5,76.4,135.0,14.0,37.1,47.4,109.9,No
1017,32,25,131.5,194.2,24.2,86.5,97.1,93.2,69.4,18.0,22.5,32.2,175.6,Yes
1018,32,26,79.1,213.2,39.9,88.2,80.3,88.2,25.2,23.4,25.1,20.3,247.1,yes
1019,32,27,144.9,159.1,24.3,,,76.1,56.5,12.1,34.8,39.3,176.2,TRUE
1020,32,28,147.5,239.6,27.8,41.8,68.3,88.9,139.3,15.3,46.4,47.7,87.4,FALSE
1021,32,29,134.7,207.2,37.2,56.2,55.1,46.5,73.7,9.2,47.8,39.1,63.7,N
1022,32,30,111.2,355.3,35.6,82.0,76.5,54.6,98.2,18.8,37.1,29.3,166.7,True
1023,32,31,94.9,295.0,25.0,45.2,64.8,44.2,100.3,17.1,44.8,33.7,73.9,No
1024,32,32,155.5,349.9,24.1,69.0,,70.4,110.4,11.4,32.2,46.4,93.9,no
1025,33,1,70.5,257.6,29.1,50.4,97.6,48.4,97.0,18.7,36.2,32.3,22.1,No
1026,33,2,95.7,175.8,28.1,89.7,82.2,63.0,87.2,17.9,24.7,23.8,244.0,1
1027,33,3,,329.4,34.9,50.8,68.5,91.0,108.6,14.1,40.1,33.6,54.8,No
1028,33,4,66.8,314.4,39.0,85.1,76.0,94.3,139.9,8.2,31.6,22.5,70.6,0
1029,33,5,65.1,268.6,37.2,53.6,94.0,87.6,27.4,23.2,40.1,28.3,126.8,False
1030,33,6,103.9,340.3,31.9,88.9,73.6,53.2,137.8,3.1,32.1,30.4,245.1,yes
1031,33,7,124.1,234.9,38.4,92.0,71.7,80.7,77.3,13.3,29.1,30.3,212.5,yes
1032,33,8,145.8,285.8,28.9,70.7,67.9,52.3,42.9,24.2,37.1,42.2,213.3,YES
1033,33,9,101.5,291.3,38.3,85.9,56.7,87.1,120.0,13.3,34.4,29.9,115.8,False
1034,33,10,157.1,179.0,40.2,87.7,59.0,45.4,48.9,15.9,33.3,44.7,200.2,YES
1035,33,11,66.5,379.3,41.4,50.3,80.9,46.6,91.0,13.8,37.4,30.0,75.3,N
1036,33,12,64.6,270.2,26.6,75.5,,82.7,111.7,10.4,36.8,18.4,105.7,No
1037,33,13,,385.3,35.6,52.0,67.9,50.0,78.8,13.7,43.3,43.4,107.5,N
1038,33,14,56.2,200.9,34.6,70.1,72.3,52.9,96.1,18.0,41.1,21.1,76.7,FALSE
1039,33,15,141.4,318.4,38.5,63.2,79.6,93.2,132.3,14.6,34.0,41.3,162.5,YES
1040,33,16,156.0,367.6,32.8,56.8,65.1,86.7,103.9,12.9,39.0,52.5,49.6,FALSE
1041,33,17,155.4,342.2,40.0,56.5,74.3,51.6,138.2,12.6,36.6,50.5,65.1,No
1042,33,18,69.5,375.0,24.3,81.0,55.5,46.2,30.6,29.4,36.9,20.1,39.9,FALSE
1043,33,19,99.7,263.0,25.2,87.2,89.3,90.2,107.5,9.1,27.3,32.0,153.9,TRUE
1044,33,20,106.8,198.2,34.1,80.2,58.5,93.9,138.1,11.1,36.6,26.4,31.4,FALSE
1045,33,21,152.5,232.7,41.6,52.1,68.7,64.6,68.0,8.6,47.6,50.9,205.7,YES
1046,33,22,155.3,373.1,38.3,90.1,72.0,77.7,49.9,21.2,34.1,37.3,130.2,NO
1047,33,23,92.2,290.6,37.6,87.4,55.1,91.2,114.8,5.0,34.2,26.9,35.0,no
1048,33,24,136.8,176.9,32.6,,73.7,53.1,68.4,20.1,35.4,45.5,134.2,N
1049,33,25,158.5,180.5,29.3,91.9,84.0,77.1,32.4,28.9,30.2,36.3,77.8,False
1050,33,26,73.3,186.7,32.8,57.1,55.7,63.0,34.6,0.0,48.6,28.6,170.4,TRUE
1051,33,27,157.7,199.6,30.5,66.2,80.1,90.2,125.2,10.7,40.3,47.5,143.6,NO
1052,33,28,69.6,380.3,37.4,40.6,84.7,53.4,36.8,10.7,39.5,32.3,231.6,Y
