fact_id,date_id,state_id,program_id,program_coverage_pct,people_screened,beneficiaries_reached,maternal_health_beneficiaries,child_immunization_count,children_population,adults_population,elderly_population,high_risk_individuals,chronic_disease_patients,health_vulnerability_index,socioeconomic_score
5468,29,16,2,66.7,2200.0,1373.0,265,732757.0,977491,1893606,391837,122,130,45.6,34.6
5469,29,16,3,97.7,2107.0,1788.0,229,750751.0,977491,1893606,391837,190,279,47.6,80.0
5470,29,16,4,82.5,1892.0,1398.0,278,669932.0,977491,1893606,391837,104,115,58.2,46.0
5471,29,16,5,61.3,4157.0,2779.0,762,674638.0,977491,1893606,391837,373,157,34.3,61.1
5472,29,16,6,86.7,4764.0,2283.0,407,864206.0,977491,1893606,391837,406,115,26.9,59.3
5473,29,17,1,89.5,1086.0,950.0,274,203527.0,336945,701686,120146,131,120,10.3,77.6
5474,29,17,2,57.7,3429.0,2256.0,498,222418.0,336945,701686,120146,429,364,36.5,34.2
5475,29,17,3,55.6,3319.0,1575.0,335,230696.0,336945,701686,120146,376,140,58.2,38.8
5476,29,17,4,46.7,2939.0,1749.0,576,294564.0,336945,701686,120146,392,227,59.9,34.4
5477,29,17,5,90.3,3270.0,2606.0,664,212806.0,336945,701686,120146,275,186,44.7,55.6
5478,29,17,6,48.9,604.0,258.0,72,311125.0,336945,701686,120146,18,31,29.5,44.7
5479,29,18,1,47.2,2612.0,1376.0,210,565952.0,580854,1354782,185480,75,92,62.1,42.3
5480,29,18,2,40.4,2298.0,1963.0,531,416262.0,580854,1354782,185480,390,104,91.4,44.3
5481,29,18,3,57.2,2838.0,2376.0,363,404520.0,580854,1354782,185480,333,145,29.6,44.0
5482,29,18,4,70.4,3127.0,2682.0,552,504289.0,580854,1354782,185480,244,394,56.0,50.8
5483,29,18,5,86.4,2007.0,1368.0,252,472748.0,580854,1354782,185480,86,220,21.0,80.0
5484,29,18,6,47.3,2086.0,1376.0,403,475066.0,580854,1354782,185480,324,58,68.2,52.4
5485,29,19,1,85.3,44506.0,37232.0,3870,8096237.0,12296162,28420122,4637073,5593,5917,53.1,26.7
5486,29,19,2,79.7,87015.0,70260.0,24326,8530411.0,12296162,28420122,4637073,9670,4290,60.4,8.5
5487,29,19,3,36.8,50369.0,39267.0,8785,10454362.0,12296162,28420122,4637073,2421,4694,36.9,32.6
5488,29,19,4,62.1,49713.0,24362.0,8505,8980624.0,12296162,28420122,4637073,1280,3926,71.7,51.2
5489,29,19,5,38.0,38029.0,25622.0,3107,10002977.0,12296162,28420122,4637073,3958,2908,45.2,50.6
5490,29,19,6,61.6,70790.0,43878.0,8655,8609413.0,12296162,28420122,4637073,7725,2578,26.3,66.4
5491,29,20,1,93.6,73514.0,30911.0,9200,5328633.0,8815195,18069364,3743806,1768,3253,33.3,60.4
5492,29,20,2,82.8,19329.0,17016.0,4338,7450353.0,8815195,18069364,3743806,3887,2723,36.2,24.6
5493,29,20,3,77.6,36998.0,30751.0,8329,6098644.0,8815195,18069364,3743806,7599,3684,46.5,44.5
5494,29,20,4,38.3,27323.0,14276.0,4519,5736987.0,8815195,18069364,3743806,922,2196,56.5,31.8
5495,29,20,5,89.2,89908.0,66418.0,8784,5643951.0,8815195,18069364,3743806,7608,9967,25.8,18.7
5496,29,20,6,82.6,55087.0,42468.0,8210,6974619.0,8815195,18069364,3743806,2487,2673,71.7,71.6
5497,29,21,1,43.1,187616.0,93757.0,14927,19911501.0,24140786,46166168,7754940,22281,4812,51.4,63.9
5498,29,21,2,55.9,93841.0,67888.0,22674,14561874.0,24140786,46166168,7754940,8589,8379,54.8,63.4
5499,29,21,3,66.3,141810.0,111913.0,25633,18231922.0,24140786,46166168,7754940,25814,5788,52.7,40.9
5500,29,21,4,58.2,219809.0,130720.0,36749,21274764.0,24140786,46166168,7754940,25267,11080,63.7,79.7
5501,29,21,5,94.7,115290.0,,18027,16153260.0,24140786,46166168,7754940,6759,9411,60.3,73.2
5502,29,21,6,47.4,,73169.0,13820,22908799.0,24140786,46166168,7754940,15259,3244,47.4,75.7
5503,29,22,1,83.7,1905.0,1085.0,289,173758.0,194368,391343,58071,210,39,37.0,33.6
5504,29,22,2,49.3,1378.0,1059.0,259,121266.0,194368,391343,58071,79,137,40.6,23.1
5505,29,22,3,38.6,1148.0,765.0,227,190287.0,194368,391343,58071,144,84,16.6,13.9
5506,29,22,4,69.8,1199.0,590.0,170,139162.0,194368,391343,58071,101,92,67.0,62.8
5507,29,22,5,92.2,437.0,259.0,26,158899.0,194368,391343,58071,39,24,69.5,68.6
5508,29,22,6,96.8,1937.0,1038.0,205,128890.0,194368,391343,58071,173,47,68.0,60.6
5509,29,23,1,81.5,70184.0,32248.0,5895,21545326.0,22674150,46986668,6283069,2662,3944,18.8,56.1
5510,29,23,2,62.9,39758.0,,8358,20643004.0,22674150,46986668,6283069,8021,5945,29.9,57.4
5511,29,23,3,40.4,92717.0,64048.0,6856,20444748.0,22674150,46986668,6283069,10960,11309,55.9,3.5
5512,29,23,4,98.2,231814.0,163680.0,39778,14492009.0,22674150,46986668,6283069,31502,5817,25.2,58.7
5513,29,23,5,74.0,107460.0,60073.0,17244,17285450.0,22674150,46986668,6283069,5319,6441,46.7,44.1
5514,29,23,6,74.7,151250.0,70674.0,23366,21970913.0,22674150,46986668,6283069,14228,10304,43.1,73.2
5515,29,24,1,77.5,24421.0,17340.0,3965,6022624.0,9977715,21934827,3646215,2158,1142,45.3,66.9
5516,29,24,2,91.8,40074.0,31556.0,6522,9297818.0,9977715,21934827,3646215,4758,3938,42.0,72.6
5517,29,24,3,43.1,63974.0,53110.0,16568,8890918.0,9977715,21934827,3646215,4605,2330,43.2,77.2
5518,29,24,4,67.4,88146.0,,20813,7202205.0,9977715,21934827,3646215,14276,11771,28.4,51.2
5519,29,24,5,82.9,63998.0,44596.0,11236,9220230.0,9977715,21934827,3646215,10303,3317,40.5,45.9
5520,29,24,6,96.2,43012.0,24296.0,4507,7324707.0,9977715,21934827,3646215,5400,4154,28.1,33.4
5521,29,25,1,39.6,12166.0,10911.0,2368,850578.0,1137851,2337444,442771,2498,952,44.7,71.7
5522,29,25,2,50.7,8043.0,5232.0,686,687178.0,1137851,2337444,442771,-599,734,44.1,54.5
5523,29,25,3,137.0,10104.0,7118.0,1068,915398.0,1137851,2337444,442771,970,1071,20.6,48.2
5524,29,25,4,52.7,6810.0,5088.0,826,916353.0,1137851,2337444,442771,718,846,50.3,47.8
5525,29,25,5,39.8,11082.0,7730.0,1699,888366.0,1137851,2337444,442771,1283,870,49.2,59.5
5526,29,25,6,98.8,2075.0,1513.0,350,959903.0,1137851,2337444,442771,79,50,84.5,42.8
5527,29,26,1,44.9,551789.0,454518.0,151604,38237695.0,63066039,131451526,25723887,88096,26761,71.7,87.4
5528,29,26,2,80.0,524647.0,454825.0,143688,47344780.0,63066039,131451526,25723887,64153,46982,65.7,47.8
5529,29,26,3,73.2,157650.0,87294.0,21637,41941700.0,63066039,131451526,25723887,5923,10483,26.1,55.3
5530,29,26,4,63.1,692567.0,545151.0,151935,56191100.0,63066039,131451526,25723887,30587,84337,68.0,34.8
5531,29,26,5,35.9,356405.0,234238.0,52570,60190738.0,63066039,131451526,25723887,47066,34748,40.6,19.6
5532,29,26,6,51.6,554037.0,452749.0,54354,44791405.0,63066039,131451526,25723887,87377,69374,0.0,75.4
5533,29,27,1,73.7,28275.0,24099.0,3778,4975915.0,5904355,12182518,1625707,4360,1411,37.1,39.1
5534,29,27,2,90.4,19739.0,8589.0,2173,4006834.0,5904355,12182518,1625707,1771,1345,34.0,63.4
5535,29,27,3,53.2,12379.0,,2684,4813392.0,5904355,12182518,1625707,1798,1168,,66.2
5536,29,27,4,55.3,22926.0,15558.0,3394,4918933.0,5904355,12182518,1625707,2505,1181,31.7,56.4
5537,29,27,5,60.6,33874.0,,3167,4251231.0,5904355,12182518,1625707,3887,3063,28.6,42.3
5538,29,27,6,81.9,19841.0,9039.0,3072,4218262.0,5904355,12182518,1625707,682,927,45.3,55.9
5539,29,28,1,89.9,143264.0,111621.0,25382,23983413.0,24851046,55487458,8208938,26769,7488,94.2,69.5
5540,29,28,2,49.1,138725.0,96736.0,30651,,24851046,55487458,8208938,19176,7052,76.0,29.3
5541,29,28,3,38.1,96608.0,72558.0,23109,18368572.0,24851046,55487458,8208938,10263,4228,34.4,34.7
5542,29,28,4,63.1,279511.0,246883.0,76312,20781910.0,24851046,55487458,8208938,56087,14679,63.4,53.5
5543,29,28,5,79.7,176033.0,89832.0,11239,19148976.0,24851046,55487458,8208938,6067,5808,,89.0
5544,29,28,6,40.3,294424.0,144024.0,43864,19004996.0,24851046,55487458,8208938,17459,19376,68.0,39.8
5545,29,29,1,50.9,34841.0,15142.0,3687,6383858.0,8232967,18255298,2883172,3323,884,93.2,34.1
5546,29,29,2,54.2,16555.0,9788.0,2989,5642302.0,8232967,18255298,2883172,1407,550,66.1,57.0
5547,29,29,3,90.2,87105.0,76446.0,8959,6989189.0,8232967,18255298,2883172,15858,6319,77.1,61.8
5548,29,29,4,97.6,66140.0,53589.0,14344,6589094.0,8232967,18255298,2883172,8836,7469,,29.3
5549,29,29,5,38.8,78579.0,60689.0,11803,6504640.0,8232967,18255298,2883172,8359,8922,28.6,43.6
5550,29,29,6,91.4,19793.0,8079.0,2253,5902763.0,8232967,18255298,2883172,1905,1394,74.9,50.1
5551,29,30,1,61.8,38757.0,21506.0,6076,3292659.0,3807052,8161638,1528330,5292,1587,64.2,50.3
5552,29,30,2,73.1,31205.0,13585.0,2593,3395441.0,3807052,8161638,1528330,2509,2010,51.5,83.4
5553,29,30,3,83.3,18780.0,8676.0,1255,2684213.0,3807052,8161638,1528330,1778,731,33.6,81.7
5554,29,30,4,93.8,33855.0,29103.0,6562,2616451.0,3807052,8161638,1528330,4726,2075,42.6,53.9
5555,29,30,5,68.8,38626.0,26840.0,8021,3138075.0,3807052,8161638,1528330,3431,2080,29.0,72.9
5556,29,30,6,61.6,37646.0,19300.0,2574,3566967.0,3807052,8161638,1528330,3948,1434,74.0,82.2
5557,29,31,1,53.3,569.0,344.0,79,58766.0,83531,165039,39328,44,58,31.5,40.9
5558,29,31,2,45.3,182.0,79.0,25,58895.0,83531,165039,39328,17,13,37.8,28.4
5559,29,31,3,69.5,289.0,241.0,26,59604.0,83531,165039,39328,46,33,69.3,60.2
5560,29,31,4,41.2,538.0,,77,78456.0,83531,165039,39328,44,34,14.3,53.5
5561,29,31,5,70.1,604.0,458.0,93,68011.0,83531,165039,39328,55,16,46.5,46.9
5562,29,31,6,42.1,770.0,433.0,45,62602.0,83531,165039,39328,86,77,63.9,51.8
5563,29,32,1,45.7,2240.0,1274.0,265,351750.0,374742,841734,144548,72,119,65.6,57.4
5564,29,32,2,78.9,2620.0,1153.0,302,357798.0,374742,841734,144548,250,106,48.4,60.7
5565,29,32,3,97.8,4494.0,2109.0,338,302346.0,374742,841734,144548,437,87,78.7,61.8
5566,29,32,4,85.2,1713.0,1372.0,374,268370.0,374742,841734,144548,139,192,93.4,39.5
5567,29,32,5,64.3,3782.0,2007.0,342,315720.0,374742,841734,144548,272,226,39.1,39.8
5568,29,32,6,60.7,4304.0,3104.0,533,329935.0,374742,841734,144548,712,295,50.4,48.0
5569,30,1,1,96.7,74877.0,45142.0,15448,15400675.0,15895157,32748612,5956686,3524,6514,33.3,62.1
5570,30,1,2,58.0,,49498.0,5536,10453338.0,15895157,32748612,5956686,4202,8699,52.6,48.5
5571,30,1,3,62.8,102784.0,64180.0,11290,,15895157,32748612,5956686,4276,4340,32.9,43.6
5572,30,1,4,63.9,56809.0,25083.0,5341,12684071.0,15895157,32748612,5956686,3112,1231,27.9,65.3
5573,30,1,5,53.2,154696.0,133567.0,28399,10689765.0,15895157,32748612,5956686,22898,20514,54.1,77.4
5574,30,1,6,79.6,45612.0,25000.0,8570,12492571.0,15895157,32748612,5956686,3324,2674,64.7,48.9
5575,30,2,1,65.3,1400.0,,215,338860.0,430559,991269,134258,181,69,96.7,56.1
5576,30,2,2,42.5,2256.0,1454.0,156,345956.0,430559,991269,134258,307,170,63.3,74.4
5577,30,2,3,44.1,2660.0,1364.0,228,271908.0,430559,991269,134258,74,68,50.6,40.4
5578,30,2,4,88.4,4079.0,2503.0,534,264158.0,430559,991269,134258,612,278,57.5,78.3
5579,30,2,5,75.9,2515.0,1494.0,165,345806.0,430559,991269,134258,311,58,80.3,2.1
5580,30,2,6,62.2,1703.0,1073.0,128,388837.0,430559,991269,134258,96,128,64.2,59.9
5581,30,3,1,89.8,66831.0,49821.0,9561,8526388.0,10197066,20962807,4918986,11225,4665,23.7,76.8
5582,30,3,2,84.2,68499.0,40819.0,13976,8796915.0,10197066,20962807,4918986,5444,5017,81.1,49.5
5583,30,3,3,72.4,67646.0,52670.0,12753,7772719.0,10197066,20962807,4918986,8524,4384,40.8,38.9
5584,30,3,4,44.3,78747.0,49018.0,14909,6437213.0,10197066,20962807,4918986,4488,8383,55.8,32.0
5585,30,3,5,72.8,34622.0,28284.0,6717,8958659.0,10197066,20962807,4918986,3823,2245,34.5,29.8
5586,30,3,6,43.5,92517.0,78569.0,25503,9083210.0,10197066,20962807,4918986,8236,11757,70.3,46.1
5587,30,4,1,40.7,109923.0,44895.0,13852,27618746.0,33224788,77471266,14657908,2673,3864,57.5,68.2
5588,30,4,2,81.6,325772.0,234642.0,60520,30135812.0,33224788,77471266,14657908,38760,41139,83.6,89.5
5589,30,4,3,71.5,266799.0,184729.0,20552,30949805.0,33224788,77471266,14657908,39872,32139,30.2,35.0
5590,30,4,4,55.3,343428.0,203157.0,50529,21097167.0,33224788,77471266,14657908,27764,22069,54.0,42.8
5591,30,4,5,95.3,277264.0,144323.0,15490,28174393.0,33224788,77471266,14657908,26251,11707,42.4,51.9
5592,30,4,6,59.7,102610.0,80868.0,24978,30432603.0,33224788,77471266,14657908,9117,13118,72.8,10.7
5593,30,5,1,64.9,64685.0,40072.0,7079,5698087.0,8301255,17552477,2568164,8147,1826,53.1,0.0
5594,30,5,2,77.5,84482.0,40900.0,11524,7354612.0,8301255,17552477,2568164,9803,2974,22.8,60.8
5595,30,5,3,98.1,49958.0,32659.0,7587,7904299.0,8301255,17552477,2568164,3433,2187,54.2,86.9
5596,30,5,4,76.6,69667.0,50785.0,7463,6434258.0,8301255,17552477,2568164,9645,8053,65.5,63.8
5597,30,5,5,57.2,47883.0,31322.0,6142,7587609.0,8301255,17552477,2568164,1715,4008,25.3,43.1
5598,30,5,6,98.3,38489.0,25586.0,8307,7399709.0,8301255,17552477,2568164,5642,876,47.3,22.5
5599,30,6,1,37.5,2646.0,1917.0,359,381857.0,395129,947246,184282,441,197,67.3,51.8
5600,30,6,2,98.7,2790.0,2118.0,451,354063.0,395129,947246,184282,444,365,72.9,45.1
5601,30,6,3,88.5,4148.0,2547.0,572,,395129,947246,184282,146,249,40.2,49.6
5602,30,6,4,71.8,1432.0,846.0,135,297601.0,395129,947246,184282,89,43,49.0,23.7
5603,30,6,5,69.9,1223.0,541.0,158,303950.0,395129,947246,184282,28,69,63.6,94.7
5604,30,6,6,76.5,1989.0,1305.0,277,260466.0,395129,947246,184282,157,219,49.8,67.3
5605,30,7,1,63.2,134268.0,63202.0,11513,19646780.0,20127570,43439250,7407605,4761,4723,49.8,48.2
5606,30,7,2,71.0,74790.0,39484.0,7760,18955416.0,20127570,43439250,7407605,8140,5643,49.1,55.6
5607,30,7,3,46.8,,108493.0,24915,17088271.0,20127570,43439250,7407605,11980,13430,75.5,25.2
5608,30,7,4,85.3,44234.0,22471.0,4174,16042876.0,20127570,43439250,7407605,3518,3060,60.8,48.8
5609,30,7,5,40.5,64471.0,50729.0,13271,18779981.0,20127570,43439250,7407605,4209,4322,59.5,91.1
5610,30,7,6,57.7,173098.0,116386.0,17316,17818565.0,20127570,43439250,7407605,10358,14450,25.1,89.7
5611,30,8,1,44.1,33317.0,23127.0,4993,6196508.0,7070889,16705685,3937617,1500,1755,63.4,70.8
5612,30,8,2,47.3,46526.0,19872.0,4077,5783773.0,7070889,16705685,3937617,2625,863,45.9,47.1
5613,30,8,3,56.8,70507.0,55307.0,10243,5108389.0,7070889,16705685,3937617,7287,2953,83.7,15.1
5614,30,8,4,63.0,61142.0,45392.0,11835,5042393.0,7070889,16705685,3937617,7098,6454,72.6,48.5
5615,30,8,5,69.7,68166.0,58112.0,17153,5957966.0,7070889,16705685,3937617,4325,7369,81.9,50.8
5616,30,8,6,83.1,59660.0,38817.0,10003,4243668.0,7070889,16705685,3937617,6826,2288,21.9,25.7
5617,30,9,1,59.5,4505.0,2862.0,579,1784085.0,2110526,4277574,608884,667,304,100.0,76.5
5618,30,9,2,71.8,14975.0,9750.0,2159,1688094.0,2110526,4277574,608884,742,1657,41.6,63.4
5619,30,9,3,66.6,21214.0,11897.0,3309,1826112.0,2110526,4277574,608884,2645,2114,87.0,57.2
5620,30,9,4,91.5,13239.0,7803.0,1917,1706225.0,2110526,4277574,608884,1612,1081,35.4,65.5
5621,30,9,5,92.7,12600.0,9537.0,1187,1985212.0,2110526,4277574,608884,1825,1667,28.0,38.6
5622,30,9,6,48.7,12226.0,6211.0,1854,1337655.0,2110526,4277574,608884,1393,1079,35.0,60.3
5623,30,10,1,47.7,60711.0,51867.0,14353,8342232.0,9616033,21546277,5239259,11746,6425,50.1,43.0
5624,30,10,2,57.8,48972.0,28128.0,9515,8120022.0,9616033,21546277,5239259,5245,4288,52.6,61.4
5625,30,10,3,54.6,59133.0,51377.0,7463,8483483.0,9616033,21546277,5239259,4896,3962,52.3,51.9
5626,30,10,4,43.4,19531.0,15233.0,1648,8377382.0,9616033,21546277,5239259,1758,2092,26.6,98.2
5627,30,10,5,93.4,112201.0,60087.0,16913,6302932.0,9616033,21546277,5239259,8440,3064,3.2,51.4
5628,30,10,6,36.5,62629.0,43082.0,11218,6502448.0,9616033,21546277,5239259,4846,4948,27.0,39.3
5629,30,11,1,52.4,103137.0,84772.0,26461,12608476.0,16496527,40053342,6395377,16174,3334,69.1,64.4
5630,30,11,2,36.3,151512.0,,31163,10342057.0,16496527,40053342,6395377,21034,18320,70.2,26.2
5631,30,11,3,42.3,55563.0,47207.0,9459,10602245.0,16496527,40053342,6395377,-5481,4698,51.1,36.1
5632,30,11,4,39.1,65042.0,57832.0,12044,15264180.0,16496527,40053342,6395377,4263,3204,42.8,69.3
5633,30,11,5,91.5,184072.0,88199.0,25102,11935907.0,16496527,40053342,6395377,7210,13277,62.3,34.8
5634,30,11,6,41.9,185105.0,137249.0,41841,13687708.0,16496527,40053342,6395377,20462,7435,51.6,60.2
5635,30,12,1,59.7,88119.0,69171.0,19996,7699836.0,9917805,21257954,4380571,9051,10490,33.2,72.7
5636,30,12,2,91.7,63553.0,50652.0,17515,6293632.0,9917805,21257954,4380571,10230,3864,67.1,100.0
5637,30,12,3,58.7,66556.0,56755.0,11524,6016866.0,9917805,21257954,4380571,7523,8536,0.0,68.4
5638,30,12,4,90.7,36044.0,29406.0,3658,6175851.0,9917805,21257954,4380571,6902,4258,57.6,78.0
5639,30,12,5,59.1,22724.0,12244.0,1441,,9917805,21257954,4380571,2951,1468,7.3,53.5
5640,30,12,6,52.6,20583.0,15757.0,3880,7159268.0,9917805,21257954,4380571,3298,1780,38.1,7.6
5641,30,13,1,95.2,134791.0,66098.0,22722,17207781.0,21804486,52549620,7982529,6293,2430,49.7,37.1
5642,30,13,2,38.6,186900.0,108012.0,25517,20428620.0,21804486,52549620,7982529,16557,13568,55.8,57.3
5643,30,13,3,84.9,223249.0,163502.0,53137,20158350.0,21804486,52549620,7982529,33737,7230,13.7,61.0
5644,30,13,4,65.5,183344.0,104149.0,33869,17806103.0,21804486,52549620,7982529,13866,6253,,37.6
5645,30,13,5,82.6,168511.0,139288.0,20249,13392024.0,21804486,52549620,7982529,30775,15597,22.5,43.7
5646,30,13,6,76.9,75886.0,66053.0,13524,18369158.0,21804486,52549620,7982529,3721,2589,67.8,36.6
5647,30,14,1,83.8,289409.0,185667.0,26466,23126919.0,30281374,76964223,15882652,31837,11870,52.8,69.5
5648,30,14,2,64.7,132006.0,58737.0,12543,28098188.0,30281374,76964223,15882652,9040,4328,39.7,94.2
5649,30,14,3,37.2,308843.0,238804.0,27487,27338625.0,30281374,76964223,15882652,40225,20246,35.5,86.7
5650,30,14,4,77.7,319114.0,273626.0,73782,26353531.0,30281374,76964223,15882652,28031,44381,44.5,81.2
5651,30,14,5,98.0,103259.0,78072.0,20071,26021142.0,30281374,76964223,15882652,13551,4653,28.1,47.1
5652,30,14,6,94.4,317350.0,132696.0,37073,21971568.0,30281374,76964223,15882652,24001,16145,42.9,47.0
5653,30,15,1,57.1,7300.0,,1221,640718.0,840230,1748887,263080,696,280,87.1,44.9
5654,30,15,2,63.9,8171.0,5333.0,1706,539782.0,840230,1748887,263080,680,254,45.1,48.6
5655,30,15,3,62.6,8539.0,4572.0,624,676842.0,840230,1748887,263080,267,470,81.3,75.4
5656,30,15,4,50.1,1604.0,1003.0,255,561163.0,840230,1748887,263080,78,110,53.6,38.6
5657,30,15,5,53.2,,5357.0,754,746729.0,840230,1748887,263080,594,265,40.4,71.8
5658,30,15,6,97.5,5806.0,4823.0,1155,771428.0,840230,1748887,263080,764,323,39.7,63.9
5659,30,16,1,60.5,6991.0,5365.0,575,626899.0,954546,2075319,285598,391,709,11.7,37.5
5660,30,16,2,49.3,4794.0,3614.0,944,595232.0,954546,2075319,285598,893,218,30.6,55.9
5661,30,16,3,37.3,9406.0,7819.0,1879,779222.0,954546,2075319,285598,1563,1284,52.2,56.0
5662,30,16,4,90.7,5538.0,3121.0,785,644737.0,954546,2075319,285598,389,339,83.3,59.9
5663,30,16,5,95.6,2087.0,934.0,153,862667.0,954546,2075319,285598,144,122,68.9,89.6
5664,30,16,6,80.1,10162.0,6625.0,1712,752160.0,954546,2075319,285598,761,787,71.4,64.5
5665,30,17,1,63.7,2125.0,1002.0,138,206522.0,312285,716851,108598,60,55,59.7,83.3
5666,30,17,2,41.1,2122.0,1097.0,367,203725.0,312285,716851,108598,134,144,,80.1
5667,30,17,3,64.7,1979.0,1318.0,147,295333.0,312285,716851,108598,92,201,64.1,63.2
5668,30,17,4,78.3,1610.0,690.0,111,258551.0,312285,716851,108598,125,49,44.6,72.8
5669,30,17,5,48.1,3447.0,1816.0,388,231926.0,312285,716851,108598,281,215,64.7,11.9
5670,30,17,6,68.8,2068.0,1402.0,151,289068.0,312285,716851,108598,132,188,49.3,49.0
5671,30,18,1,71.6,5880.0,,748,452037.0,607359,1222821,300538,764,540,51.1,69.6
5672,30,18,2,57.3,2971.0,2458.0,801,537118.0,607359,1222821,300538,432,331,42.6,54.6
5673,30,18,3,41.1,6009.0,5362.0,1537,564635.0,607359,1222821,300538,272,507,51.9,37.8
5674,30,18,4,45.2,,1010.0,210,551735.0,607359,1222821,300538,135,121,34.2,72.5
5675,30,18,5,35.0,1808.0,1276.0,444,464857.0,607359,1222821,300538,94,105,49.2,80.2
5676,30,18,6,94.5,2266.0,1888.0,374,415618.0,607359,1222821,300538,150,109,20.7,59.8
5677,30,19,1,77.7,130476.0,87368.0,12317,8957274.0,11488907,28883883,3724192,10238,7534,40.8,47.2
5678,30,19,2,88.1,132425.0,93290.0,27873,10530035.0,11488907,28883883,3724192,15302,12488,71.5,41.6
5679,30,19,3,74.2,40472.0,29123.0,9332,9771055.0,11488907,28883883,3724192,3351,4751,58.2,73.7
5680,30,19,4,86.3,72037.0,28948.0,3543,7288870.0,11488907,28883883,3724192,6773,4375,63.0,68.9
5681,30,19,5,78.0,128495.0,73339.0,23093,7956819.0,11488907,28883883,3724192,6132,6441,57.4,39.3
5682,30,19,6,51.1,104109.0,60073.0,17123,10444788.0,11488907,28883883,3724192,5417,9769,71.2,42.4
5683,30,20,1,98.8,42707.0,19234.0,2463,7041467.0,8530617,17558654,3080868,1159,1084,71.1,52.5
5684,30,20,2,74.5,56951.0,42803.0,9852,6489286.0,8530617,17558654,3080868,4597,1896,53.7,22.1
5685,30,20,3,79.9,16719.0,13475.0,3726,5530122.0,8530617,17558654,3080868,3307,1055,90.6,60.0
5686,30,20,4,65.5,24845.0,12505.0,4210,5527849.0,8530617,17558654,3080868,2240,946,62.9,66.9
5687,30,20,5,36.2,56702.0,40646.0,12339,6530237.0,8530617,17558654,3080868,-7775,6834,37.6,56.9
5688,30,20,6,74.8,39891.0,17626.0,3384,5978447.0,8530617,17558654,3080868,1985,1608,,61.5
5689,30,21,1,52.0,102233.0,79219.0,13367,17579492.0,19743103,50396187,9739657,9656,6016,53.2,82.1
5690,30,21,2,45.7,159178.0,116652.0,29949,15312031.0,19743103,50396187,9739657,13756,6133,49.2,65.3
5691,30,21,3,54.7,54632.0,48666.0,7448,13396567.0,19743103,50396187,9739657,10416,1771,75.1,47.3
5692,30,21,4,74.8,94936.0,83315.0,22847,15868218.0,19743103,50396187,9739657,10450,6157,63.0,35.0
5693,30,21,5,55.7,177198.0,125069.0,15898,14615326.0,19743103,50396187,9739657,25796,13524,54.0,45.0
5694,30,21,6,56.4,133648.0,88024.0,20304,12894282.0,19743103,50396187,9739657,7281,14051,40.0,32.6
5695,30,22,1,58.9,468.0,310.0,91,159970.0,203666,418433,69511,54,44,,42.8
5696,30,22,2,43.3,1286.0,964.0,189,163078.0,203666,418433,69511,80,102,31.8,16.4
5697,30,22,3,78.4,1713.0,1472.0,342,150527.0,203666,418433,69511,182,194,75.3,75.1
5698,30,22,4,53.5,1719.0,1316.0,159,169182.0,203666,418433,69511,81,164,45.2,46.9
5699,30,22,5,64.5,1167.0,983.0,167,166829.0,203666,418433,69511,245,164,56.4,39.1
5700,30,22,6,36.7,1433.0,771.0,237,142164.0,203666,418433,69511,59,49,62.7,51.1
5701,30,23,1,48.4,170153.0,129290.0,44608,20136376.0,22346246,44005557,8789629,9447,18252,33.9,79.7
5702,30,23,2,43.6,218886.0,186470.0,26669,16926584.0,22346246,44005557,8789629,41155,14562,55.1,14.8
5703,30,23,3,36.7,60137.0,45715.0,10742,13701612.0,22346246,44005557,8789629,7119,7031,37.3,56.4
5704,30,23,4,65.6,194635.0,130711.0,39057,19763779.0,22346246,44005557,8789629,23045,17666,10.3,76.4
5705,30,23,5,94.9,102682.0,68035.0,11489,15210872.0,22346246,44005557,8789629,9044,4120,41.8,49.9
5706,30,23,6,93.6,167912.0,125718.0,31608,16748008.0,22346246,44005557,8789629,26999,20814,45.7,42.1
5707,30,24,1,90.2,92670.0,60010.0,19101,7471108.0,10194475,23004050,3446210,4915,6019,77.9,80.6
5708,30,24,2,96.7,96866.0,60820.0,8758,9114141.0,10194475,23004050,3446210,8301,2552,63.9,88.8
5709,30,24,3,53.3,50390.0,45001.0,7068,6597028.0,10194475,23004050,3446210,9604,6825,35.0,62.1
5710,30,24,4,71.0,68184.0,56454.0,18638,8002027.0,10194475,23004050,3446210,6835,6677,34.9,76.7
5711,30,24,5,46.9,104465.0,63229.0,6516,7817947.0,10194475,23004050,3446210,15001,8944,48.3,49.0
5712,30,24,6,75.9,54116.0,33481.0,3394,6949962.0,10194475,23004050,3446210,4984,2692,46.5,58.6
5713,30,25,1,35.1,10030.0,8306.0,2203,663112.0,1035357,2449285,424031,525,249,70.7,57.4
5714,30,25,2,49.0,4675.0,2739.0,313,727041.0,1035357,2449285,424031,592,151,46.6,59.8
5715,30,25,3,53.5,,2188.0,263,757684.0,1035357,2449285,424031,245,384,75.5,76.7
5716,30,25,4,58.1,12297.0,8687.0,2900,,1035357,2449285,424031,2094,1402,24.1,27.0
5717,30,25,5,67.6,4948.0,3378.0,1038,682588.0,1035357,2449285,424031,476,192,69.1,96.1
5718,30,25,6,73.6,11964.0,8039.0,2423,808658.0,1035357,2449285,424031,838,1127,56.2,59.6
