fact_id,date_id,state_id,total_tests,positive_tests,positivity_rate,vaccination_coverage_pct,booster_coverage_pct,hospital_beds,doctors,phc_count,chc_count,icu_utilization_pct,bed_occupancy_pct,reporting_compliance_pct,turnaround_time_days,reporting_rate_pct
737,24,1,52489,7963.0,15.17,87.4,35.5,15296.0,1321,244,52,54.1,78.6,69.0,4.4,61.4
738,24,2,1520,173.0,11.39,,25.1,473.0,49,7,3,65.2,42.1,74.1,2.8,60.6
739,24,3,25995,3008.0,11.57,48.7,15.9,7506.0,1254,143,39,93.5,54.3,80.4,1.7,78.2
740,24,4,145121,5166.0,3.56,80.7,35.7,21657.0,8077,620,353,88.6,35.4,67.8,0.9,58.6
741,24,5,13769,1536.0,11.16,70.5,40.9,5115.0,1991,188,22,96.8,73.0,94.5,3.0,93.8
742,24,6,672,81.0,12.1,65.3,30.0,352.0,129,12,4,51.2,61.9,67.0,1.7,83.7
743,24,7,59428,9222.0,15.52,71.0,22.8,15205.0,2072,370,188,63.3,38.6,82.9,0.6,69.3
744,24,8,13510,1442.0,10.68,98.5,39.0,5533.0,1460,190,32,71.5,75.2,69.8,1.7,95.2
745,24,9,5910,959.0,16.23,81.4,24.9,704.0,277,41,6,38.0,43.9,93.9,1.1,73.5
746,24,10,31361,2258.0,7.2,69.2,46.5,8413.0,3369,157,61,77.6,72.3,90.9,4.3,72.8
747,24,11,33467,3732.0,11.15,59.6,23.2,7131.0,3360,139,61,60.8,82.1,73.7,1.8,64.3
748,24,12,34572,1219.0,3.53,80.6,30.8,5664.0,1179,90,45,55.5,59.8,74.7,1.9,56.0
749,24,13,102075,14620.0,14.32,94.9,47.4,21815.0,7301,374,217,79.5,51.8,81.2,2.6,61.8
750,24,14,101761,18217.0,17.9,92.3,35.0,34901.0,3421,284,142,44.9,74.1,,4.0,73.1
751,24,15,3305,163.0,4.94,64.8,31.7,421.0,225,20,5,63.2,65.2,82.5,1.7,71.9
752,24,16,1649,229.0,13.89,90.7,36.3,942.0,220,12,9,63.9,61.3,81.6,4.5,69.1
753,24,17,1031,104.0,10.11,93.6,35.4,276.0,79,3,2,79.6,76.8,75.4,3.2,57.0
754,24,18,1327,113.0,8.52,67.3,28.3,617.0,169,14,5,58.6,61.2,79.9,3.2,82.1
755,24,19,40351,5405.0,13.4,77.7,49.6,6189.0,3961,228,127,52.9,39.2,73.9,4.8,76.2
756,24,20,29896,3629.0,12.14,52.6,35.1,5420.0,2612,103,17,72.2,83.8,72.9,3.3,63.7
757,24,21,70516,3496.0,4.96,46.3,18.6,15379.0,6072,357,108,71.6,91.6,99.3,1.8,84.0
758,24,22,838,105.0,12.58,48.5,27.3,74.0,54,3,1,79.2,51.2,91.2,3.2,83.0
759,24,23,84697,7430.0,8.77,94.2,45.9,7549.0,5035,234,152,48.3,69.8,98.1,4.8,67.8
760,24,24,22782,2217.0,9.73,61.2,34.6,5715.0,1895,133,83,54.1,40.0,99.6,0.5,79.0
761,24,25,2386,265.0,11.13,84.4,26.8,843.0,227,18,8,97.4,88.9,,3.0,84.5
762,24,26,268449,14754.0,5.5,95.6,45.3,66286.0,9951,1529,299,63.2,46.5,82.9,4.8,93.8
763,24,27,21203,465.0,2.19,59.0,39.1,4628.0,1303,148,30,48.0,61.2,77.9,1.4,94.6
764,24,28,42180,5140.0,12.19,56.9,19.8,18153.0,5747,645,56,56.5,38.7,99.6,4.4,98.8
765,24,29,24436,1458.0,5.97,50.8,31.3,8153.0,-1212,255,57,41.7,43.6,68.7,3.8,76.7
766,24,30,5841,462.0,7.92,88.4,33.3,2777.0,409,54,7,77.4,61.2,64.9,0.7,67.0
767,24,31,353,50.0,14.32,67.4,25.9,74.0,12,1,0,67.6,50.6,97.2,1.9,85.0
768,24,32,1086,173.0,15.94,59.3,26.7,290.0,66,9,3,92.0,64.8,77.9,3.4,93.0
769,25,1,38926,,5.12,52.6,18.3,9886.0,1722,339,35,74.0,37.2,65.1,0.7,97.2
770,25,2,1225,75.0,6.14,94.2,29.6,446.0,117,5,4,90.3,92.8,92.2,1.4,78.9
771,25,3,38273,1124.0,2.94,79.4,52.9,8087.0,1922,229,67,54.7,47.4,70.9,4.0,92.5
772,25,4,99082,6356.0,6.42,67.2,32.6,13560.0,3966,370,162,31.9,75.8,95.3,3.0,77.5
773,25,5,29494,2225.0,7.54,,29.5,2665.0,2325,159,73,61.7,85.9,80.5,2.4,61.8
774,25,6,1547,197.0,12.79,91.5,29.6,203.0,37,7,2,50.5,45.9,65.9,4.2,83.2
775,25,7,37512,4367.0,11.64,50.6,23.3,9082.0,6105,363,71,42.8,71.0,77.8,3.2,55.2
776,25,8,13291,539.0,4.06,94.2,63.0,7152.0,857,68,66,79.0,50.5,72.6,4.7,56.1
777,25,9,5744,858.0,14.95,46.1,20.5,1597.0,651,27,9,58.9,73.8,99.5,4.2,87.4
778,25,10,35977,,5.96,73.5,27.3,10777.0,1224,152,111,79.7,72.3,74.7,4.2,56.3
779,25,11,75203,11418.0,15.18,95.2,31.0,17140.0,1418,448,81,30.4,38.7,96.6,1.1,70.6
780,25,12,34076,1160.0,3.41,76.2,41.2,5758.0,1130,269,54,78.7,35.9,79.5,4.7,74.5
781,25,13,100740,8631.0,8.57,55.8,38.1,16204.0,2450,327,196,81.7,83.2,95.8,1.3,78.2
782,25,14,146773,9842.0,6.71,97.5,31.5,20941.0,10350,249,196,90.3,72.9,84.4,1.5,83.8
783,25,15,2381,76.0,3.23,52.4,35.4,883.0,73,9,1,43.7,68.2,64.1,4.9,67.0
784,25,16,3786,474.0,12.54,60.2,32.2,348.0,256,18,8,72.6,56.1,93.6,3.2,70.8
785,25,17,946,150.0,15.92,71.7,36.6,120.0,51,8,3,50.9,86.4,93.8,0.6,87.7
786,25,18,2097,279.0,13.32,60.1,22.9,488.0,126,12,1,78.0,79.5,74.9,3.5,74.9
787,25,19,45932,7578.0,16.5,53.0,25.2,7688.0,1199,109,60,76.5,80.7,98.2,1.4,74.3
788,25,20,25637,1222.0,4.77,57.9,27.6,4301.0,806,171,77,50.8,45.9,95.8,2.8,97.0
789,25,21,71754,11575.0,16.13,91.9,61.0,7003.0,5734,613,233,97.9,65.9,69.5,4.4,70.0
790,25,22,295,45.0,15.33,79.2,54.8,137.0,54,2,0,81.2,89.4,96.2,3.8,96.6
791,25,23,76457,2907.0,3.8,87.3,31.1,6284.0,1864,161,200,80.5,61.5,90.8,1.0,98.9
792,25,24,37307,6269.0,16.81,83.3,41.2,,2007,305,80,49.4,55.3,75.9,1.9,62.3
793,25,25,3122,174.0,5.58,71.7,39.0,986.0,197,14,2,47.8,48.0,86.3,1.7,94.8
794,25,26,185068,4522.0,2.44,58.2,28.5,26728.0,12273,894,363,95.8,50.0,73.4,1.1,75.5
795,25,27,12457,1097.0,8.81,77.3,43.0,3123.0,1613,75,26,63.4,95.1,90.6,3.7,73.1
796,25,28,105856,11999.0,11.34,98.2,67.6,23039.0,6745,383,218,46.8,72.2,80.9,4.4,80.0
797,25,29,22498,1244.0,5.53,60.1,36.4,8896.0,2568,258,56,66.1,60.1,88.0,4.0,88.4
798,25,30,5979,666.0,11.14,89.8,49.0,4055.0,308,91,10,32.1,75.4,67.6,1.6,91.4
799,25,31,343,10.0,3.16,81.5,35.1,40.0,8,1,0,97.4,40.8,85.7,3.1,76.4
800,25,32,1075,85.0,7.92,92.7,62.2,354.0,100,4,2,47.0,36.9,72.4,1.6,94.8
801,26,1,45361,1783.0,3.93,52.5,19.9,14776.0,4177,149,107,69.6,70.1,80.5,1.4,67.5
802,26,2,692,49.0,7.13,95.2,55.3,379.0,74,7,1,83.8,88.7,63.4,3.0,61.6
803,26,3,18942,1295.0,6.84,77.5,44.9,5942.0,1031,146,57,42.0,83.7,75.1,3.3,95.8
804,26,4,74656,10887.0,14.58,82.6,51.0,32586.0,5793,984,160,68.7,54.0,76.2,1.1,66.7
805,26,5,22662,1639.0,7.23,56.0,27.7,3485.0,989,182,80,72.8,82.3,94.2,4.0,99.8
806,26,6,1429,30.0,2.16,55.5,31.9,181.0,98,5,2,40.7,65.0,86.7,3.1,92.1
807,26,7,69241,6755.0,9.76,64.3,43.2,15820.0,6066,303,118,54.0,88.1,73.3,2.3,72.5
808,26,8,33159,3236.0,9.76,76.2,42.1,6215.0,2292,115,25,64.5,94.5,68.8,3.2,92.0
809,26,9,5793,844.0,14.59,78.2,33.4,2084.0,284,34,19,60.9,82.2,77.7,2.8,92.1
810,26,10,37098,5812.0,15.67,66.8,27.5,10739.0,1409,94,71,71.6,38.6,66.7,0.6,95.3
811,26,11,42955,7417.0,17.27,94.9,63.8,17412.0,1566,460,58,92.0,60.6,73.7,4.9,75.1
812,26,12,35038,1216.0,3.47,87.0,60.7,5890.0,1369,154,27,68.2,51.9,63.5,4.9,70.8
813,26,13,37119,1248.0,3.36,87.8,27.0,24465.0,5712,679,235,77.7,54.9,78.7,3.3,62.7
814,26,14,109077,13523.0,12.4,51.1,29.4,25740.0,5970,909,352,86.6,92.8,90.6,4.9,78.8
815,26,15,1808,116.0,6.46,47.2,20.4,925.0,243,10,2,82.7,81.6,96.8,3.5,58.4
816,26,16,4050,720.0,17.8,58.1,18.9,890.0,194,10,6,42.8,62.4,97.9,2.0,61.4
817,26,17,815,135.0,16.57,91.6,30.0,126.0,30,9,1,33.1,64.9,87.2,0.7,85.8
818,26,18,1932,313.0,16.2,80.1,48.1,413.0,61,14,2,94.9,91.6,88.4,1.4,93.3
819,26,19,25353,1920.0,7.57,64.3,21.5,11566.0,1296,190,53,59.7,46.0,88.7,3.4,93.0
820,26,20,19390,,5.15,47.9,32.3,2967.0,2314,191,23,39.5,58.6,88.3,2.0,84.3
821,26,21,90375,13703.0,15.16,71.4,43.2,7650.0,7173,272,160,32.1,63.5,73.5,2.8,71.8
822,26,22,313,44.0,14.24,70.7,31.1,91.0,37,4,1,70.3,60.7,70.9,1.1,68.8
823,26,23,93318,16647.0,17.84,78.2,43.5,14624.0,6326,259,62,61.7,44.4,97.1,4.9,82.2
824,26,24,30326,5365.0,17.69,50.5,22.0,8871.0,2238,127,63,30.8,83.5,95.3,4.7,86.3
825,26,25,3933,582.0,14.81,69.5,42.3,740.0,287,26,3,56.0,36.1,93.5,1.8,67.7
826,26,26,221484,31206.0,14.09,65.3,22.5,44216.0,14655,1828,214,92.7,65.7,87.0,2.1,73.0
827,26,27,19324,2443.0,12.65,59.4,33.4,5823.0,654,98,20,46.6,48.5,82.2,1.5,74.7
828,26,28,105505,17527.0,16.61,77.0,33.7,17488.0,3394,312,71,39.5,50.7,81.2,1.8,92.4
829,26,29,18072,3113.0,17.23,61.4,35.1,9043.0,936,82,54,33.3,63.0,90.8,4.2,76.4
830,26,30,11128,294.0,2.65,65.5,20.8,3256.0,873,98,19,97.1,77.0,75.6,3.4,94.7
831,26,31,232,5.0,2.18,49.3,30.1,53.0,25,1,0,88.1,63.5,61.9,0.9,79.6
832,26,32,699,102.0,14.73,47.7,23.7,369.0,128,9,3,70.2,70.1,93.6,3.3,84.9
833,27,1,54800,8393.0,15.32,45.3,27.0,5832.0,1489,224,110,79.4,95.6,90.5,1.9,89.7
834,27,2,1511,237.0,15.7,75.7,31.1,132.0,97,7,3,39.4,47.9,69.3,1.2,89.1
835,27,3,25547,984.0,3.86,47.9,27.4,5458.0,2494,153,67,90.3,77.7,72.8,4.3,66.0
836,27,4,98584,14017.0,14.22,92.5,49.2,11110.0,4191,626,185,59.6,55.0,65.2,0.7,72.8
837,27,5,15150,1654.0,10.92,62.0,42.4,8514.0,1143,152,21,47.0,36.5,65.4,0.9,64.9
838,27,6,1692,272.0,16.13,90.2,47.7,132.0,37,8,0,37.1,39.8,79.9,4.5,94.7
839,27,7,71133,6609.0,9.29,73.9,39.8,17765.0,6028,408,71,60.1,38.4,97.8,3.7,91.1
840,27,8,31743,,7.91,68.6,32.7,4216.0,2482,142,61,85.1,66.4,77.0,2.5,59.2
841,27,9,7574,1295.0,17.1,51.3,27.1,1112.0,576,38,17,87.0,58.6,73.7,3.5,69.2
842,27,10,35801,4369.0,12.21,,45.3,8665.0,2207,155,90,77.4,53.4,97.2,2.8,77.2
843,27,11,67590,10694.0,15.82,74.4,32.3,17640.0,2385,253,60,70.5,65.9,68.0,2.2,84.1
844,27,12,26410,3567.0,13.51,90.6,37.5,5163.0,1692,230,59,52.0,65.4,,1.0,69.8
845,27,13,41192,3163.0,7.68,64.1,42.5,24728.0,2751,407,111,48.7,52.4,97.9,3.4,94.6
846,27,14,86913,5715.0,6.58,85.0,35.7,19620.0,10406,882,113,56.2,62.7,85.9,0.8,71.9
847,27,15,1430,175.0,12.25,88.0,46.8,581.0,132,16,5,73.9,49.9,76.9,2.9,90.9
848,27,16,4074,349.0,8.59,80.4,33.6,762.0,102,11,5,50.8,46.9,89.6,3.0,96.1
849,27,17,487,24.0,5.08,74.5,35.1,359.0,72,3,1,41.9,47.5,72.1,4.0,80.4
850,27,18,2017,156.0,7.78,,51.0,381.0,67,16,4,52.8,66.1,88.6,3.9,59.2
851,27,19,51950,,14.95,90.6,51.3,9632.0,1154,283,63,82.7,86.6,85.6,3.4,94.9
852,27,20,33430,1481.0,4.43,58.1,26.6,8481.0,2372,95,31,43.3,85.6,72.9,4.0,58.1
853,27,21,92354,4621.0,5.0,54.3,26.2,21690.0,4790,367,125,52.0,55.7,86.6,2.8,96.7
854,27,22,495,17.0,3.51,63.7,28.7,122.0,51,3,1,69.3,83.0,90.1,3.7,92.8
855,27,23,43834,2126.0,4.85,63.4,41.7,7841.0,2097,458,170,72.4,53.4,88.3,4.4,80.4
856,27,24,19377,2613.0,13.49,80.9,34.3,6082.0,3532,173,30,48.9,60.9,81.3,2.5,90.4
857,27,25,4428,604.0,13.66,65.6,27.1,1139.0,231,13,2,47.3,91.8,96.0,4.0,83.4
858,27,26,179642,31076.0,17.3,70.5,44.3,40762.0,19994,1092,128,58.7,80.6,75.7,2.9,65.3
859,27,27,11201,1615.0,14.43,89.3,33.1,4250.0,1057,44,16,51.7,71.6,88.5,2.7,56.1
860,27,28,93137,16041.0,17.22,71.4,41.1,15228.0,6243,668,156,78.9,78.3,78.5,4.5,55.2
861,27,29,34233,4753.0,13.89,52.6,22.8,4912.0,2823,183,19,87.3,74.8,62.5,3.5,67.1
862,27,30,12393,1710.0,13.81,,57.3,3026.0,318,45,9,82.6,75.8,75.0,0.7,77.3
863,27,31,333,30.0,9.2,93.7,61.0,85.0,11,1,0,70.9,77.2,87.9,2.6,80.9
864,27,32,1054,100.0,9.56,56.0,20.9,210.0,77,4,2,43.9,51.3,83.9,1.5,70.8
865,28,1,63862,7421.0,11.62,80.0,49.4,12772.0,1295,144,84,36.2,43.9,95.2,4.9,88.9
866,28,2,724,26.0,3.7,85.5,56.7,389.0,102,4,3,92.8,52.5,89.7,0.8,81.7
867,28,3,37132,2001.0,5.39,92.2,39.2,4089.0,1100,145,79,39.0,51.1,98.2,1.8,91.1
868,28,4,74033,4449.0,6.01,95.4,42.0,24544.0,6948,868,329,51.8,51.9,77.4,0.5,97.7
869,28,5,16415,701.0,4.27,87.2,57.5,4472.0,2309,224,36,58.2,60.8,97.2,2.1,55.8
870,28,6,829,38.0,4.64,73.4,26.4,133.0,122,6,4,69.5,55.0,73.0,5.0,93.5
871,28,7,41128,6121.0,14.88,84.1,45.7,12718.0,2921,285,55,83.7,64.8,77.6,1.0,89.9
872,28,8,25439,4223.0,16.6,65.8,42.8,3166.0,1517,62,65,54.7,69.5,74.2,2.7,64.7
873,28,9,4923,634.0,12.88,60.4,40.2,1707.0,253,57,21,58.1,50.5,86.3,3.2,97.3
874,28,10,28069,3854.0,13.73,91.0,52.5,6623.0,2809,304,46,79.6,78.8,74.7,1.2,76.3
875,28,11,59349,4159.0,7.01,71.8,37.2,14616.0,4450,483,39,68.6,57.4,60.5,2.8,69.3
876,28,12,40487,1171.0,2.89,50.5,35.3,4701.0,916,90,39,97.7,39.9,90.6,1.3,64.3
877,28,13,52114,5160.0,9.9,45.5,20.5,13312.0,3801,483,109,51.6,53.4,68.9,1.5,64.5
878,28,14,70773,9271.0,13.1,57.1,38.8,26745.0,10685,460,222,96.4,87.7,65.4,2.4,64.4
879,28,15,3238,293.0,9.06,91.9,54.5,532.0,136,23,6,73.2,51.3,84.4,3.0,61.6
880,28,16,1729,189.0,10.98,89.6,38.7,667.0,153,17,9,86.2,90.8,69.9,2.9,57.5
881,28,17,526,28.0,5.47,47.2,19.3,252.0,91,2,0,40.2,91.0,67.5,4.5,91.7
882,28,18,1407,185.0,13.2,83.2,52.0,261.0,77,9,4,74.9,50.1,75.0,4.1,75.3
883,28,19,40906,6129.0,14.99,56.1,21.0,8292.0,1168,240,99,67.5,87.7,70.6,1.8,58.9
884,28,20,13779,1451.0,10.54,49.9,23.9,3859.0,2034,144,50,92.1,74.1,74.4,3.9,85.6
885,28,21,85306,11618.0,13.62,58.1,39.0,11737.0,6293,643,144,77.9,93.7,86.2,2.2,63.8
886,28,22,472,41.0,8.81,56.8,31.6,110.0,32,4,1,60.1,49.8,87.4,3.2,96.7
887,28,23,59379,3276.0,5.52,46.9,27.7,,2785,573,160,66.0,78.8,82.1,0.9,77.2
888,28,24,34789,2822.0,8.11,56.2,30.8,4619.0,3157,132,89,88.0,86.7,85.4,1.0,57.7
889,28,25,4266,,7.36,54.6,16.8,937.0,344,27,11,32.8,74.0,71.7,2.2,56.0
890,28,26,240440,10107.0,4.2,64.7,21.5,18856.0,-16555,773,148,53.3,57.3,99.1,4.7,93.4
891,28,27,9372,847.0,9.05,87.0,29.5,5885.0,1381,145,49,76.6,43.0,93.8,4.0,63.7
892,28,28,107664,3129.0,2.91,52.4,20.0,20028.0,6851,199,109,59.9,51.4,72.9,2.4,99.6
893,28,29,29951,706.0,2.36,,32.8,2852.0,1384,97,91,70.9,91.2,80.5,3.8,78.6
894,28,30,10770,724.0,6.73,67.2,24.1,2697.0,778,73,21,52.8,52.5,68.9,3.7,98.2
895,28,31,?,41.0,12.22,67.2,40.0,73.0,25,0,0,42.4,36.1,93.8,4.0,97.8
896,28,32,1704,142.0,8.35,65.3,30.2,446.0,37,3,3,55.3,68.2,81.2,0.8,70.3
897,29,1,36586,,10.08,98.2,34.5,14889.0,2635,372,52,47.4,78.9,88.2,2.9,65.6
898,29,2,948,35.0,3.7,89.4,37.7,445.0,37,10,3,81.7,67.2,65.2,1.2,85.1
899,29,3,37699,6673.0,17.7,90.0,53.8,4562.0,1778,204,95,34.6,58.1,84.8,3.7,66.4
900,29,4,103680,3324.0,3.21,96.5,59.3,17855.0,7701,471,299,81.7,62.3,68.1,2.0,92.1
901,29,5,25764,4467.0,17.34,47.1,31.9,2390.0,1501,146,76,31.4,78.1,83.9,4.8,64.0
902,29,6,738,131.0,17.78,51.9,20.4,268.0,134,6,2,49.8,93.9,83.7,4.8,91.3
903,29,7,81829,6924.0,8.46,85.9,54.9,,3677,481,45,48.6,90.3,70.3,4.8,83.1
904,29,8,19275,,11.32,,42.2,7321.0,846,121,70,39.9,41.8,80.7,2.7,60.2
905,29,9,7000,565.0,8.07,55.5,23.8,989.0,489,41,20,50.7,92.8,78.5,1.9,76.8
906,29,10,45751,1428.0,3.12,45.9,16.8,9898.0,1346,132,24,35.6,83.4,83.5,1.5,79.9
907,29,11,37972,6300.0,16.59,51.8,31.9,12330.0,4835,169,53,83.8,82.7,95.1,3.6,88.0
908,29,12,28141,615.0,2.19,55.0,17.6,6349.0,1053,176,58,92.4,55.3,85.6,3.7,95.0
909,29,13,35297,4622.0,13.1,95.2,55.5,16164.0,4318,631,81,44.9,44.7,87.9,1.0,56.5
910,29,14,104533,17270.0,16.52,62.6,29.9,34499.0,9952,612,187,32.6,74.3,64.7,3.5,69.9
911,29,15,3257,570.0,17.53,59.2,24.3,767.0,194,14,5,66.1,64.3,79.1,4.2,57.1
912,29,16,2819,138.0,4.91,73.5,44.2,419.0,188,11,7,62.4,49.1,61.5,5.0,75.8
913,29,17,1030,169.0,16.5,49.8,27.5,107.0,91,4,2,95.1,39.8,63.2,3.3,60.6
914,29,18,2298,391.0,17.04,79.5,34.5,616.0,87,15,3,84.0,78.5,83.6,2.9,91.7
915,29,19,24861,4453.0,17.91,83.2,54.9,10807.0,2500,313,68,40.3,49.7,63.8,3.9,75.7
916,29,20,18519,1734.0,9.37,92.2,61.8,4340.0,1601,115,56,33.8,66.4,82.9,4.1,77.7
917,29,21,54674,9385.0,17.17,53.5,31.2,10724.0,1641,189,192,80.8,92.7,74.4,4.8,55.2
918,29,22,441,70.0,16.09,61.9,37.1,101.0,21,2,1,67.1,53.3,92.8,1.5,85.7
919,29,23,40772,2886.0,7.08,60.1,28.3,14077.0,5860,371,206,92.3,71.7,78.0,2.2,85.4
920,29,24,25192,2487.0,9.87,84.8,31.9,3704.0,2158,192,108,53.5,38.7,78.7,2.6,95.0
921,29,25,4704,799.0,17.0,,18.3,1134.0,94,11,11,44.1,89.9,88.5,1.7,70.8
922,29,26,134194,22590.0,16.83,66.3,42.3,41903.0,14467,1774,288,67.6,95.1,67.9,1.2,63.5
923,29,27,22113,1344.0,6.08,66.8,44.7,4510.0,839,47,14,73.3,49.0,80.0,4.1,78.3
924,29,28,51267,8215.0,16.03,61.9,39.7,28668.0,3075,776,296,40.5,96.0,96.9,3.9,59.2
925,29,29,39475,1702.0,4.31,68.9,33.8,8379.0,2126,233,79,37.4,66.3,85.1,2.8,77.0
926,29,30,14258,2374.0,16.65,83.1,55.9,1478.0,1201,32,24,86.2,83.5,94.8,3.9,79.5
927,29,31,326,53.0,16.42,80.2,50.2,78.0,7,2,0,34.8,46.9,70.3,1.7,95.1
928,29,32,1728,236.0,13.67,89.4,35.6,193.0,43,7,2,52.1,54.7,81.2,4.2,56.0
929,30,1,44722,5395.0,12.06,80.6,33.4,10776.0,3521,126,40,31.9,47.4,62.9,2.3,75.0
930,30,2,1559,241.0,15.51,70.1,29.1,436.0,138,8,2,83.3,70.1,72.0,1.7,87.5
931,30,3,30748,5413.0,17.61,90.0,32.4,,3075,243,44,52.7,37.5,66.0,2.6,61.9
932,30,4,70590,6158.0,8.72,78.2,49.9,12651.0,3382,418,246,78.1,89.6,86.1,3.5,96.0
933,30,5,28935,,4.22,96.3,58.7,3537.0,1953,112,66,90.3,46.1,75.9,2.5,68.3
934,30,6,1565,34.0,2.18,46.2,32.1,336.0,44,6,2,95.4,40.7,61.1,4.3,75.9
935,30,7,37101,2290.0,6.17,47.1,21.8,15403.0,5330,142,89,66.0,89.9,60.2,0.8,57.2
936,30,8,28751,3402.0,11.84,49.8,23.9,4941.0,1523,116,35,41.9,68.7,85.0,3.8,69.5
937,30,9,5788,586.0,10.13,61.9,42.1,1735.0,-502,25,15,84.9,89.0,61.8,3.3,87.3
938,30,10,21218,2698.0,12.72,71.6,45.5,3439.0,2157,134,110,93.1,60.1,93.6,2.2,89.4
939,30,11,38191,4320.0,11.31,91.7,43.0,17594.0,3196,237,186,50.1,49.8,94.3,4.7,84.5
940,30,12,39573,2638.0,6.67,66.4,44.9,10499.0,1482,79,45,81.2,68.7,82.9,0.9,75.6
941,30,13,93894,6520.0,6.94,48.6,21.0,11185.0,6957,548,134,64.5,45.6,71.0,0.7,77.2
942,30,14,133936,16703.0,12.47,57.1,25.5,24841.0,5987,883,193,56.6,51.7,72.1,4.4,95.5
943,30,15,3370,130.0,3.86,58.3,32.8,771.0,112,10,2,35.7,83.2,95.0,4.5,56.6
944,30,16,3191,265.0,8.31,87.5,49.8,771.0,93,25,9,55.7,45.2,62.2,4.5,75.5
945,30,17,912,95.0,10.5,50.1,28.0,301.0,44,8,0,95.9,48.9,68.1,4.0,97.2
946,30,18,2552,248.0,9.75,61.3,41.1,653.0,104,16,3,96.7,93.7,97.1,4.4,83.2
947,30,19,30376,1531.0,5.04,96.8,37.6,9479.0,3550,301,69,83.9,84.9,93.4,0.5,96.9
948,30,20,26688,1849.0,6.93,65.2,25.1,2722.0,1862,160,65,71.4,84.6,69.0,3.6,95.4
949,30,21,85602,8592.0,10.04,91.5,39.1,17648.0,6497,623,68,37.2,66.5,76.1,2.0,71.5
950,30,22,493,62.0,12.72,77.9,34.5,190.0,31,1,0,111.6,114.5,76.0,1.2,83.7
951,30,23,56823,6344.0,11.17,49.6,16.6,19292.0,6853,449,92,53.3,40.0,99.5,4.4,83.6
952,30,24,N/A,844.0,4.9,50.0,29.9,10748.0,2219,239,95,53.6,96.3,78.4,4.2,56.7
953,30,25,1974,109.0,5.55,53.8,37.0,950.0,267,21,11,63.2,65.8,60.6,4.0,89.9
954,30,26,92715,9691.0,10.45,84.1,30.6,63744.0,10642,1570,443,68.5,53.0,80.2,4.8,66.4
955,30,27,21438,1822.0,8.5,89.2,54.2,5120.0,1441,97,51,48.0,87.4,63.6,4.9,69.4
956,30,28,95880,16336.0,17.04,64.5,43.0,,4041,202,256,78.2,38.0,62.0,0.6,92.5
957,30,29,13711,1730.0,12.62,50.1,30.1,4302.0,1630,240,18,38.2,49.9,62.6,3.8,77.7
958,30,30,12637,1456.0,11.53,58.2,38.9,2126.0,718,51,12,64.8,40.1,90.1,2.2,93.7
959,30,31,123,13.0,10.81,79.8,33.2,32.0,12,1,0,93.2,59.1,74.1,3.6,99.1
960,30,32,1137,198.0,17.47,55.2,31.6,337.0,89,8,1,97.3,52.1,93.6,4.6,96.1
961,31,1,31640,1493.0,4.72,68.3,21.9,8497.0,1807,415,156,57.5,96.1,62.8,4.0,59.7
962,31,2,932,59.0,6.36,49.8,30.6,457.0,77,6,1,31.8,41.5,63.5,4.7,93.5
963,31,3,34729,3827.0,11.02,96.1,44.6,7594.0,1823,268,41,77.2,75.0,75.3,3.4,78.2
964,31,4,52634,7265.0,13.8,56.0,34.0,16297.0,6471,456,99,32.2,92.7,64.9,2.7,58.7
965,31,5,32399,3553.0,10.97,58.8,40.3,5026.0,1146,207,73,52.6,49.7,99.7,3.6,80.1
966,31,6,1374,45.0,3.34,92.3,47.2,381.0,51,12,2,78.9,48.6,86.8,1.0,98.4
967,31,7,63849,3166.0,4.96,89.2,57.2,11559.0,5921,556,131,69.1,39.3,83.2,1.2,88.5
968,31,8,21380,2182.0,10.21,93.2,51.1,5484.0,901,224,37,96.3,91.5,60.4,1.7,63.2
969,31,9,6122,255.0,4.17,69.5,43.3,1938.0,531,36,14,79.9,53.1,65.2,1.3,72.3
970,31,10,16094,2529.0,15.72,81.0,36.3,6073.0,1922,191,55,96.8,37.2,87.4,3.2,72.4
971,31,11,28490,3906.0,13.71,46.6,27.4,15154.0,2690,208,125,50.8,84.5,69.3,4.8,59.2
972,31,12,21289,2087.0,9.81,70.2,45.9,3011.0,2698,103,37,34.7,75.8,76.5,1.7,92.7
973,31,13,98705,10304.0,10.44,88.2,29.2,19753.0,4449,548,70,92.5,89.6,75.1,1.0,69.5
974,31,14,127589,4103.0,3.22,71.1,23.2,31487.0,2862,734,160,92.8,52.7,81.0,3.2,92.3
975,31,15,3265,258.0,7.91,47.1,28.3,798.0,209,12,8,98.0,57.3,87.8,3.6,65.9
976,31,16,2357,358.0,15.22,82.5,53.9,1006.0,167,21,9,106.6,121.2,74.9,4.6,97.0
977,31,17,1346,158.0,11.75,69.5,41.4,233.0,56,5,2,53.4,37.6,90.5,3.0,57.3
978,31,18,1781,138.0,7.77,71.1,35.4,657.0,97,4,4,50.4,81.6,93.8,2.5,88.3
979,31,19,51685,9171.0,17.75,80.7,53.7,5702.0,1820,150,101,79.1,92.7,87.5,0.8,92.6
980,31,20,17257,2089.0,12.11,95.4,54.8,5268.0,1442,65,72,32.1,91.6,78.9,0.5,79.7
981,31,21,56475,6288.0,11.14,46.7,26.1,,5479,215,239,56.6,77.0,63.1,2.9,57.1
